row,values
1,0.9216792112666667
2,11.865592651133333
3,20.649538017433336
4,29.44027810956667
5,37.7708765438
6,45.82514810353334
7,53.77601768316667
8,62.34652506733334
9,71.25605354616667
10,80.30909567693334
11,88.98163240730001
12,97.40053998083334
13,105.89429953126667
14,115.08525632426668
15,123.33543691916668
16,132.074155658
17,140.90459067726667
18,150.31151262776666
19,159.25525221403333
20,168.05362575686667
21,176.90375561266669
22,186.5654149432
23,195.734036687
24,205.47821494263334
25,214.85378509166668
26,223.96564437053334
27,233.81701919756668
28,243.3977219959
29,252.89078791503334
30,262.7055901721667
31,271.66630108773336
32,281.1401620201667
33,290.61067252123337
34,300.70721721723334
35,310.3511858341
36,320.10162973070004
37,329.72548127563334
38,339.5716748582
39,349.62633610583333
40,359.7872314081334
41,369.9970868871334
42,380.02317395603336
43,390.3212775883
44,400.5110624266
45,410.61471475593333
46,420.7394738976
47,431.33034223136667
48,441.7331325232
49,452.29063021983336
50,462.5261907837667
51,473.05521883013336
52,483.5620271285334
53,493.3599081176
54,503.8574914133334
55,514.5110735373333
56,524.5457086964334
57,534.3646916645667
58,544.4689109352666
59,554.8559662875667
60,565.3666233465001
61,575.3394228311333
62,585.9732847979001
63,596.7772385417667
64,607.4900372747001
65,618.4611305111333
66,629.1592620481
67,639.8997677382
68,651.0339759263001
69,661.5412234418001
70,672.7686329579001
71,683.4890022456334
72,694.0590755033334
73,705.1106892231
74,716.0811983179001
75,727.0969352972334
76,738.1025518708334
77,749.4378324097
78,760.8412080178334
79,771.4806137939
80,782.0946975348
81,793.0838369723001
82,803.7988436120334
83,815.0989563704334
84,825.5231874895334
85,836.3555974342
86,847.4444061581667
87,858.3021897659667
88,869.5129534676
89,880.4369877428667
90,892.0837885029334
91,902.5575207109001
92,913.4932684462334
93,924.5157130273667
94,935.2821916882334
95,945.8609288306667
96,956.5789945086667
97,967.3873623014001
98,978.7888468113667
99,989.5835862883667
100,1000.3926398373001
101,1011.1382446024
102,1021.8580813228667
103,1033.1146848407668
104,1044.5383979378666
105,1054.9135166852334
106,1065.7248162758
107,1076.4982385916335
108,1086.7601753407
109,1098.4862374117001
110,1109.0481841957335
111,1119.7025662063002
112,1130.4173657472334
113,1141.3157652939335
114,1152.2831003780668
115,1163.0488323926334
116,1173.2854459428333
117,1183.5973825560668
118,1194.5262851745667
119,1205.4981363619002
120,1216.2986885929001
121,1227.1208136490334
122,1238.1906100852668
123,1248.3770212779
124,1259.2874848276
125,1269.8359116434667
126,1280.3946933084
127,1291.4598205111668
128,1302.3937442996335
129,1312.9982099084334
130,1323.7974852548
131,1334.3548470388
132,1345.0899120904335
133,1355.5586850453667
134,1365.9356415144
135,1376.1273667893333
136,1386.8075887831
137,1396.6431974041668
138,1406.9936656867667
139,1416.8506735910335
140,1427.5162748928667
141,1438.1569615607668
142,1448.7805494794002
143,1459.5187372478001
144,1470.0478080349335
145,1481.0193979363667
146,1490.9635941288002
147,1500.7585380769
148,1511.2472733267668
149,1521.7807909085668
