row,values
0,326.0
1,489.0
2,207.0
3,339.0
4,343.0
5,375.0
6,208.0
7,268.0
8,204.0
9,241.0
10,297.0
11,291.0
12,257.0
13,290.0
14,269.0
15,290.0
16,285.0
17,328.0
18,294.0
19,179.0
20,295.0
21,175.0
22,277.0
23,202.0
24,296.0
25,311.0
26,251.0
27,342.0
28,302.0
29,355.0
