row,values
0,0.7505420188101256
1,0.8723448167952154
2,0.7516466335802299
3,0.845585129616405
4,0.8219289147915556
5,0.8880714172957707
6,0.8434656645850097
7,0.8323453928048001
8,0.8198707269482614
9,0.8601737835001996
10,0.8787911577623407
11,0.8650974708719336
12,0.8819705423399726
13,0.7923742871485089
14,0.8750707854242243
15,0.804335989237405
16,0.8193262425577038
17,0.8080077851523335
18,0.8652414450720947
19,0.8018026737422642
20,0.9073301056787798
21,0.872992406499559
22,0.8770005330664503
23,0.7373806744839217
24,0.8164103544229337
25,0.8790001490294704
26,0.8129774533667864
27,0.7977734893641931
28,0.873872341456328
29,0.89610371422427
